,Auction House,Value Sold,Number Sold,name_raw,,sold
16,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$1,680",1,"Hester, Joy",,1680
17,"Elder Fine Art, North Adelaide SA","$1,208",1,"Hester, Joy",,1208
18,Rushton Fine Arts,$350,1,"Hester, Joy",,350
0,Sotheby's,"$914,267",34,"Heysen, Nora",,914267
1,"Elder Fine Art, North Adelaide SA","$652,772",44,"Heysen, Nora",,652772
2,"Deutscher and Hackett, South Yarra VIC","$359,457",13,"Heysen, Nora",,359457
3,Deutscher~Menzies,"$294,323",26,"Heysen, Nora",,294323
4,"Menzies, Kensington NSW","$193,295",8,"Heysen, Nora",,193295
5,"Leonard Joel, Prahran VIC","$179,496",44,"Heysen, Nora",,179496
6,"Lawsons, Leichhardt NSW","$145,803",28,"Heysen, Nora",,145803
7,Christies,"$144,157",18,"Heysen, Nora",,144157
8,"Theodore Bruce Auctions, Stanmore NSW","$135,345",14,"Heysen, Nora",,135345
9,Bonhams & Goodman,"$77,993",6,"Heysen, Nora",,77993
10,"Mossgreen Auctions, Armadale VIC","$43,184",5,"Heysen, Nora",,43184
11,"Davidson Auctions, Annandale NSW","$39,307",29,"Heysen, Nora",,39307
12,"GFL Fine Art, Nedlands WA","$36,768",4,"Heysen, Nora",,36768
13,"E. J. Ainger Pty.Ltd., Richmond VIC","$36,360",2,"Heysen, Nora",,36360
14,"Bonhams, Woollahra NSW","$30,500",1,"Heysen, Nora",,30500
15,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$24,344",6,"Heysen, Nora",,24344
16,"Shapiro Auctioneers, Woollahra NSW","$18,690",5,"Heysen, Nora",,18690
17,Goodmans Auctioneers,"$17,250",1,"Heysen, Nora",,17250
18,"Barsby Auctions, Artarmon NSW","$11,354",2,"Heysen, Nora",,11354
19,Aust. Art Auctions,"$8,500",9,"Heysen, Nora",,8500
20,Gregsons,"$6,325",2,"Heysen, Nora",,6325
21,"Geoff K. Gray, Homebush NSW","$4,535",4,"Heysen, Nora",,4535
22,"William S. Ellenden, Sydney","$2,800",1,"Heysen, Nora",,2800
23,Warren J. Elstub Pty. Ltd.,"$2,530",1,"Heysen, Nora",,2530
24,Mason Gray,"$2,000",1,"Heysen, Nora",,20
25,Bay East Auctions,"$1,680",1,"Heysen, Nora",,1680
26,"Scammell Auctions, Norwood SA","$1,450",1,"Heysen, Nora",,1450
27,Adelaide Auctioneers,"$1,320",1,"Heysen, Nora",,1320
28,Cromwell's Sydney,"$1,278",3,"Heysen, Nora",,1278
29,"Archers Auctioneers & Valuers, Katoomba NSW","$1,265",1,"Heysen, Nora",,1265
30,Rushton Fine Arts,$500,1,"Heysen, Nora",,500
31,Wemyss,$440,1,"Heysen, Nora",,440
0,"Deutscher and Hackett, South Yarra VIC","$67,185",4,"Hicks, Petrina",,67185
1,Sotheby's,"$51,850",3,"Hicks, Petrina",,51850
2,"Shapiro Auctioneers, Woollahra NSW","$19,200",2,"Hicks, Petrina",,19200
3,"Bonhams, Woollahra NSW","$5,612",1,"Hicks, Petrina",,5612
4,"Leonard Joel, Prahran VIC","$3,655",1,"Hicks, Petrina",,3655
0,Christies,"$54,201",4,"Hinder, Margel",,54201
1,"Deutscher and Hackett, South Yarra VIC","$18,910",1,"Hinder, Margel",,18910
2,Aust. Art Auctions,"$8,500",3,"Hinder, Margel",,8500
3,"Shapiro Auctioneers, Woollahra NSW","$6,480",1,"Hinder, Margel",,6480
4,"Menzies, Kensington NSW","$6,136",1,"Hinder, Margel",,6136
5,"Leonard Joel, Prahran VIC","$5,847",2,"Hinder, Margel",,5847
6,"Mossgreen Auctions, Armadale VIC","$5,124",1,"Hinder, Margel",,5124
7,Deutscher~Menzies,"$3,172",1,"Hinder, Margel",,3172
8,Sotheby's,"$1,220",2,"Hinder, Margel",,1220
9,Mason Gray,$575,1,"Hinder, Margel",,575
0,"Bonhams, Woollahra NSW",$360,1,"Hughes, Natalya",,360
1,"Lawsons, Leichhardt NSW",$100,1,"Hughes, Natalya",,100
0,"Deutscher and Hackett, South Yarra VIC","$203,727",4,"Jerrems, Carol",,203727
1,Sotheby's,"$162,261",4,"Jerrems, Carol",,162261
0,"Deutscher and Hackett, South Yarra VIC","$203,727",4,"Jerrems, Carol",,203727
1,Sotheby's,"$162,261",4,"Jerrems, Carol",,162261
0,"Deutscher and Hackett, South Yarra VIC","$203,727",4,"Jerrems, Carol",,203727
1,Sotheby's,"$162,261",4,"Jerrems, Carol",,162261
0,"Bonhams, Woollahra NSW","$203,130",5,"Jubelin, Narelle",,203130
1,"Deutscher and Hackett, South Yarra VIC","$60,000",1,"Jubelin, Narelle",,600
2,Phillips Auctioneers,"$12,650",1,"Jubelin, Narelle",,12650
3,Christies,"$10,157",1,"Jubelin, Narelle",,10157
4,"Shapiro Auctioneers, Woollahra NSW","$6,463",2,"Jubelin, Narelle",,6463
0,"Bonhams, Woollahra NSW","$203,130",5,"Jubelin, Narelle",,203130
1,"Deutscher and Hackett, South Yarra VIC","$60,000",1,"Jubelin, Narelle",,600
2,Phillips Auctioneers,"$12,650",1,"Jubelin, Narelle",,12650
3,Christies,"$10,157",1,"Jubelin, Narelle",,10157
4,"Shapiro Auctioneers, Woollahra NSW","$6,463",2,"Jubelin, Narelle",,6463
0,"Bonhams, Woollahra NSW","$203,130",5,"Jubelin, Narelle",,203130
1,"Deutscher and Hackett, South Yarra VIC","$60,000",1,"Jubelin, Narelle",,600
2,Phillips Auctioneers,"$12,650",1,"Jubelin, Narelle",,12650
3,Christies,"$10,157",1,"Jubelin, Narelle",,10157
4,"Shapiro Auctioneers, Woollahra NSW","$6,463",2,"Jubelin, Narelle",,6463
0,"Bonhams, Woollahra NSW","$203,130",5,"Jubelin, Narelle",,203130
1,"Deutscher and Hackett, South Yarra VIC","$60,000",1,"Jubelin, Narelle",,600
2,Phillips Auctioneers,"$12,650",1,"Jubelin, Narelle",,12650
3,Christies,"$10,157",1,"Jubelin, Narelle",,10157
4,"Shapiro Auctioneers, Woollahra NSW","$6,463",2,"Jubelin, Narelle",,6463
0,"Deutscher and Hackett, South Yarra VIC","$2,479,732",37,"Kathryn Barton, Del",,2479732
1,"Menzies, Kensington NSW","$1,454,072",13,"Kathryn Barton, Del",,145472
2,"Smith & Singer, Vic","$1,018,636",3,"Kathryn Barton, Del",,118636
3,Sotheby's,"$980,216",11,"Kathryn Barton, Del",,980216
4,"Bonhams, Woollahra NSW","$245,950",3,"Kathryn Barton, Del",,245950
5,Bonhams & Goodman,"$225,600",4,"Kathryn Barton, Del",,225600
6,"Leonard Joel, Prahran VIC","$161,981",15,"Kathryn Barton, Del",,161981
7,Deutscher~Menzies,"$93,600",3,"Kathryn Barton, Del",,93600
8,"Shapiro Auctioneers, Woollahra NSW","$79,015",10,"Kathryn Barton, Del",,7915
9,"Davidson Auctions, Annandale NSW","$19,562",4,"Kathryn Barton, Del",,19562
10,"Lawsons, Leichhardt NSW","$4,857",3,"Kathryn Barton, Del",,4857
11,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$3,900",1,"Kathryn Barton, Del",,3900
12,Bay East Auctions,"$3,600",1,"Kathryn Barton, Del",,3600
13,"Mossgreen Auctions, Armadale VIC","$2,160",1,"Kathryn Barton, Del",,2160
14,Goodmans Auctioneers,$808,1,"Kathryn Barton, Del",,808
0,"Lawsons, Leichhardt NSW",$86,1,"Kee, Jenny",,86
0,"Lawsons, Leichhardt NSW",$86,1,"Kee, Jenny",,86
0,"Deutscher and Hackett, South Yarra VIC","$92,522",8,"Ken, Tjungkara",,92522
1,"Bonhams, Woollahra NSW","$27,150",2,"Ken, Tjungkara",,27150
2,"Lawsons, Leichhardt NSW","$5,645",2,"Ken, Tjungkara",,5645
3,"Cooee Art, Bondi Beach NSW","$4,200",1,"Ken, Tjungkara",,4200
0,"Menzies, Kensington NSW","$920,591",14,"King, Inge",,920591
1,Deutscher~Menzies,"$299,420",11,"King, Inge",,299420
2,"Deutscher and Hackett, South Yarra VIC","$293,530",6,"King, Inge",,293530
3,Bonhams & Goodman,"$187,768",2,"King, Inge",,187768
4,Sotheby's,"$121,090",6,"King, Inge",,12190
5,Christies,"$105,110",7,"King, Inge",,105110
6,"Smith & Singer, Vic","$100,636",3,"King, Inge",,100636
7,"Mossgreen Auctions, Armadale VIC","$67,041",4,"King, Inge",,6741
8,"Leonard Joel, Prahran VIC","$61,806",10,"King, Inge",,61806
9,"Shapiro Auctioneers, Woollahra NSW","$9,120",1,"King, Inge",,9120
10,"Bonhams, Woollahra NSW","$4,800",1,"King, Inge",,4800
11,Adelaide Auctioneers,$187,1,"King, Inge",,187
0,"Deutscher and Hackett, South Yarra VIC","$14,030",2,"Koolmatrie, Yvonne",,1430
0,"Deutscher and Hackett, South Yarra VIC","$251,811",6,"Lahey, Vida",,251811
1,"Leonard Joel, Prahran VIC","$155,283",40,"Lahey, Vida",,155283
2,"Menzies, Kensington NSW","$112,786",9,"Lahey, Vida",,112786
3,Christies,"$104,897",18,"Lahey, Vida",,104897
4,Sotheby's,"$98,330",12,"Lahey, Vida",,98330
5,"E. J. Ainger Pty.Ltd., Richmond VIC","$42,120",2,"Lahey, Vida",,42120
6,"Davidson Auctions, Annandale NSW","$40,222",3,"Lahey, Vida",,40222
7,Deutscher~Menzies,"$30,692",7,"Lahey, Vida",,30692
8,"Lawsons, Leichhardt NSW","$29,418",12,"Lahey, Vida",,29418
9,"Raffan Kelaher & Thomas P/L, Leichhardt NSW","$21,850",1,"Lahey, Vida",,21850
10,"Bonhams, Woollahra NSW","$20,130",2,"Lahey, Vida",,20130
11,"GFL Fine Art, Nedlands WA","$13,750",1,"Lahey, Vida",,13750
12,"Mossgreen Auctions, Armadale VIC","$9,760",1,"Lahey, Vida",,9760
13,"Dunbar Sloane, Wellington","$6,017",2,"Lahey, Vida",,617
14,Queensland Fine Art Auctions,"$5,400",2,"Lahey, Vida",,5400
15,Aust. Art Auctions,"$4,235",3,"Lahey, Vida",,4235
16,"Shapiro Auctioneers, Woollahra NSW","$3,240",2,"Lahey, Vida",,3240
17,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$3,000",1,"Lahey, Vida",,30
18,Cromwell's Sydney,"$2,640",1,"Lahey, Vida",,2640
19,"Geoff K. Gray, Homebush NSW",$945,4,"Lahey, Vida",,945
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
2,"Deutscher and Hackett, South Yarra VIC","$86,948",5,"Laing, Rosemary",,86948
3,"Shapiro Auctioneers, Woollahra NSW","$81,000",8,"Laing, Rosemary",,810
4,"Lawson~Menzies (now trading as Menzies), South Yarra VIC","$43,691",3,"Laing, Rosemary",,43691
5,Christies,"$28,680",2,"Laing, Rosemary",,28680
6,"Bonhams, Woollahra NSW","$24,400",2,"Laing, Rosemary",,24400
7,"Mossgreen Auctions, Armadale VIC","$10,370",2,"Laing, Rosemary",,10370
8,"Leonard Joel, Prahran VIC","$8,541",2,"Laing, Rosemary",,8541
9,"Lawsons, Leichhardt NSW","$1,595",1,"Laing, Rosemary",,1595
10,Deutscher~Menzies,"$1,527",1,"Laing, Rosemary",,1527
11,"Davidson Auctions, Annandale NSW",$118,1,"Laing, Rosemary",,118
0,"Menzies, Kensington NSW","$100,145",6,"Laing, Rosemary",,100145
1,Sotheby's,"$91,200",5,"Laing, Rosemary",,91200
